Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
Mindhouse,Health Care,Seed,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,5500000.0
Homversity,Housing Marketplace,,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,0.0
Toppersnotes,Education,Seed,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,0.0
NoBroker.com,Real Estate,Series E and Beyond,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,2100000.0
Haber,Industrial Automation,Series B,Pune,"Real-time, automated insights to increase plant efficiency",2021,20000000.0
True Balance,Financial Services,,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,30000000.0
Recordent,Financial Services,,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,400000.0
Koparo,Consumer Goods,Seed,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,700000.0
Indifi,Financial Services,,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,40000000.0
Settl,Real Estate,Seed,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,500000.0
Park+,Technology,Series B,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,25000000.0
Simple Energy,Automotive,Pre-Series,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,21000000.0
Dream Sports,Sports,,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,840000000.0
Spinny,Automotive,Series E and Beyond,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,248000000.0
Rentomojo,Furniture Rental,,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,10000000.0
Slice,Financial Services,Series B,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,220000000.0
21K School,E-learning,Pre-Series,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,5000000.0
Adda247,E-learning,Series B,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,20000000.0
Loop Health,Health Care,,Pune,India's first health insurance with unlimited primary care for employees.,2021,12000000.0
Rupifi,Financial Services,Debt,Bangalore,Embedded Lending for Small Businesses,2021,12000000.0
RENEE Cosmetics,Cosmetics,Pre-Series,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,1500000.0
Svish,Consumer Goods,Seed,Gurugram,D2C personal hygiene startup,2021,400000.0
Progcap,Technology,Series C,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,30000000.0
Smartstaff,Recruitment,,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,4300000.0
D’Moksha Homes,Textiles,Seed,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,570000.0
ANS Commerce,E-commerce,Pre-Series,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2200000.0
Mobileware Technologies,Undisclosed,,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,4700000.0
GramCover,Insurance,Series A,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,7000000.0
BYJU'S,Technology,,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,300000000.0
Hyperface,Undisclosed,,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,1300000.0
Licious,Undisclosed,Series E and Beyond,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,52000000.0
Chalo,Mobility,Series C,Mumbai,India’s #1 bus transport technology company.,2021,40000000.0
Kaar Technologies,Undisclosed,,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,4000000.0
Kissan Pro,Agriculture,,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,4000000.0
Sunstone Eduversity,Technology,Series B,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,28000000.0
Ozonetel,Telecommunications,Series A,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,5000000.0
CoinSwitch Kuber,Crypto,Series C,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,260000000.0
Pazcare,Insurance,Seed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,3500000.0
kWh Bikes,Automotive,Seed,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,2000000.0
IBSFINtech,Undisclosed,Pre-Series,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2000000.0
LeadSquared,Technology,,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2000000.0
Phool.co,Renewables & Environment,,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2000000.0
Twin Health,Health Care,Series C,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,140000000.0
Trica,Equity Management,Seed,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,3000000.0
mHealth,Health Care,Seed,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,3000000.0
Rebel Foods,Cloud kitchen,Series E and Beyond,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,175000000.0
ProfitWheel,Marketing Services,Seed,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,3000000.0
Log 9 Materials,Nanotechnology,,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2000000.0
Chingari,Entertainment,,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,19000000.0
Ishitva,Technology,Pre-Series,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,19000000.0
Ola Electric,Automotive,,Bangalore,Sustainability for the future.,2021,200000000.0
leap.club,Community,Pre-Series,Gurugram,A community-led professional network for women,2021,810000.0
F5,Retail,Pre-Series,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,600000.0
ForeignAdmits,Education,Seed,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,400000.0
SALT,Financial Services,Seed,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,500000.0
EarnWealth,Financial Services,Pre-Series,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,500000.0
Visit Health,Health Care,,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,7500000.0
Crater.Club,Media,Seed,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,700000.0
NFTically,NFT,Seed,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,700000.0
ReshaMandi,B2B,Series A,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,30000000.0
Zetwerk,Mechanical Or Industrial Engineering,,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,600000000.0
Hubilo,Technology,Series B,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,125000000.0
M2P Fintech,Financial Services,Series C,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,35000000.0
Open Financial Technologies,Financial Services,Series C,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,90000000.0
Niro,Financial Services,Seed,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,3500000.0
Wiingy,E-learning,,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,400000.0
CarDekho,Automotive,Series E and Beyond,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,250000000.0
Melorra,D2C jewellery,,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,24000000.0
AnKa SumMor,Sales and Distribution,Pre-Series,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,24000000.0
Toch.ai,Internet Services,Series A,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,11000000.0
Playto Labs,E-learning,Seed,Bangalore,Playto Labs provides robotics toys and online classes for kids to help them develop the key 21st century skills. Book a free trial for your child today at www.playtolabs.com,2021,500000.0
Fraazo,Undisclosed,Series B,Mumbai,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,2021,50000000.0
Arcana,Undisclosed,,Bangalore,Arcana offers a Privacy Stack SDK to DApp developers on EVM compatible blockchains chains to build Privacy-First products.,2021,2300000.0
FloCareer,Information Services,Series A,Bangalore,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.",2021,5700000.0
Nap Chief,Apparel & Fashion,Seed,Mumbai,India's favourite Kid's wear and Family Sleepwear D2C Brand,2021,200000.0
AcknoLedger,Crypto,Seed,Mumbai,AcknoLedger is a Global platform that distributes Web 3.0 Digital Assets Seamlessly across all the Metaverses and Gaming,2021,1500000.0
ApplicateAI,Undisclosed,Series A,Gurugram,"‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.",2021,30000000.0
VLCC Health Care,Health Care,,Gurugram,VLCC is today widely recognized for its comprehensive portfolio of beauty and wellness products and services,2021,4000000.0
Duroflex,Furniture,,Bangalore,"5 decades of experience, superior quality and best in class innovation help us in bringing you a wide range of mattresses, pillows, protectors and other sleep solutions.",2021,60000000.0
Aviom India,Financial Services,Series C,Bhilwara,AVIOM India Housing Finance Pvt. Ltd. is a venture started by experienced professionals with a vision to improve the standard of living of families from the informal sector in rural areas,2021,8000000.0
Onato,Technology,,Bangalore,A startup solving inefficiencies in the agri supply chain,2021,2200000.0
Mestastop Solutions,Biotechnology,,Bangalore,"Mestastop aims to provide a solution for such challenges with their unique proprietary platforms, METAssay, METSCAN, and METVivo.",2021,100000.0
SaaS Labs,Internet Services,Series A,Noida,"Building high impact communication, workflow and productivity tools for sales and support teams throughout the globe.",2021,17000000.0
Devnagri,Translation & Localization,Seed,Noida,"Devnagri is an AI powered human translation platform, working in all 22 Indian languages.",2021,600000.0
CRED,Financial Services,Series E and Beyond,Bangalore,CRED is a credit card payment platform that rewards users with points for paying their bills.,2021,250000000.0
ConveGenius,Education,Seed,Noida,An EdTech social enterprise focused on closing the gap in educational achievement for children and youth in India.,2021,5000000.0
Totality,Entertainment,,Gurugram,"Totality with the goal of combining scalability through technology, innovation through design & retention through content.",2021,5000000.0
CredAble,Financial Services,Series B,Mumbai,CredAble provides liquidity programs for enterprise supply chains.,2021,30000000.0
MarketWolf,Financial Services,Seed,Mumbai,"MarketWolf provides everyone an opportunity to begin their trading journey with a unique digital platform that is bold, simple and fun.",2021,5500000.0
Wondrlab,Marketing Services,Pre-Series,Mumbai,India's largest platform-first martech startup,2021,7000000.0
SUN Mobility,Automotive,,Bangalore,Provider of universal energy infrastructure and services to accelerate mass EV usage!,2021,50000000.0
Tamasha,Entertainment,Pre-Series,Mumbai,"Tamasha, the next-generation interactive entertainment platform.",2021,3000000.0
Revfin,Financial Services,Pre-Series,New Delhi,"RevFin is a financial technology (FinTech) company, advanced digital lending platform makes getting a loan convenient and accessible for customers",2021,4000000.0
Yu Foodlabs,Undisclosed,Pre-Series,Gurugram,Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives,2021,4000000.0
MergerDomo,Investment Banking,,New Delhi,MergerDomo is the one-stop Global OnLine M&A marketplace for Corporate and Business Growth,2021,500000.0
FarMart,Agriculture,Series A,Gurugram,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,2021,10000000.0
Questt,Technology,Series A,Gurugram,Questt is a Free online homework app that lets teachers assign gamified homework to students.,2021,6750000.0
IDfy,Undisclosed,Series D,Mumbai,IDfy helps people and business build authentic relationships by ensuring that both parties are who they claim to be and can be trusted.,2021,10000000.0
ClearDekho,Retail,Pre-Series,Ghaziabad,ClearDekho is India’s Leading Affordable Eyewear Brand.,2021,4000000.0
BookingJini,Hospitality,Pre-Series,Gurugram,BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.,2021,4000000.0
Sourcewiz,Undisclosed,Seed,Gurugram,Building a platform for exporters to digitize their workflows and help them grow and manage their business.,2021,3000000.0
Tvasta,Mechanical Or Industrial Engineering,,Chennai,Developing new-age manufacturing and automation technologies that can increase human productivity by allowing deep personalization.,2021,400000.0
Kafqa Academy,E-learning,Seed,Bangalore,"Kafqa Academy is a global performing arts academy that offers classes in dancing, singing, and speech & drama.",2021,1300000.0
Trell,Social commerce,,Bangalore,Trell is turning over a new leaf with the wave of digitalization sweeping across the nation,2021,100000000.0
Storia,Undisclosed,Series A,Mumbai,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",2021,100000000.0
Clear,Technology,Series C,Bangalore,India’s leading FinTech SaaS platform,2021,75000000.0
Groww,Financial Services,Series E and Beyond,Bangalore,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,2021,250000000.0
The Indus Valley,Consumer Goods,,Chennai,Consumer GoodsThe Indus Valley is a Direct to Consumer (D2C) healthy kitchenware brand.,2021,1100000.0
BharatPe,Financial Services,,New Delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",2021,10000000.0
Teachmint,E-learning,Series B,Bangalore,Teachmint is an education infrastructure provider and India’s largest teaching platform.,2021,78000000.0
Porter,Logistics & Supply Chain,Series E and Beyond,Bangalore,Porter is India's Largest Marketplace for Intra-City Logistics.,2021,100000000.0
O4S,Undisclosed,Series A,Gurugram,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,2021,100000000.0
Wobb,Marketing Services,Seed,Gurugram,The platform for marketers to find and work with influencers,2021,200000.0
BASIC Home Loan,Financial Services,Series A,Gurugram,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,2021,3500000.0
Siply,Financial Services,Pre-Series,Bangalore,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",2021,3200000.0
BankSathi,Financial Services,,New Delhi,"BankSathi is a Fintech platform to empower consumers to save money and time on financial products through safe, easy, and trustable shopping experience.",2021,500000.0
Gramophone,Technology,,Indore,"Create a difference in farming by bringing timely information, technology and right kind of inputs to achieve better yields for farmers.",2021,10000000.0
Healofy,Femtech,Series B,Bangalore,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,2021,10000000.0
E42,Technology,Series A,Pune,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,2021,5400000.0
Spottabl,Human Resources,Seed,Bangalore,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,2021,400000.0
DeHaat,Undisclosed,Series D,Gurugram,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,2021,115000000.0
Shumee,Retail,,Bangalore,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",2021,115000000.0
Zolve,Financial Services,Series A,Bangalore,World's first cross-border Neobank,2021,40000000.0
Instoried,Technology,,Bangalore,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",2021,8000000.0
SportZchain,sports,Seed,Mumbai,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,2021,400000.0
Hypto,Technology,Seed,Chennai,The next generation of web services that democratize access to finance for developers and businesses.,2021,3000000.0
CHUPPS,Foootwear,Pre-Series,Mumbai,D2C footwear brand,2021,1100000.0
Zenduty,Technology,Pre-Series,Bangalore,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",2021,1900000.0
R for Rabbit,Consumer Goods,,Ahmedabad,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,2021,5000000.0
Acko,Insurance,Series D,Bangalore,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,2021,255000000.0
LoveLocal,Retail,Pre-Series,Mumbai,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,2021,18000000.0
SupplyNote,Undisclosed,Pre-Series,Noida,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",2021,18000000.0
Vakilsearch,Legal Services,,Chennai,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",2021,10000000.0
Cloudphysician,Health Care,Pre-Series,Bangalore,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,2021,4000000.0
Wiggles.in,Veterinary,Pre-Series,Pune,Wiggles India is a preventative healthcare brand for all things pets!,2021,5500000.0
Avanti Finance,Financial Services,Series A,Bangalore,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,2021,15000000.0
Vanity Wagon,Consumer Goods,Pre-Series,New Delhi,Vanity Wagon is India's first true information oriented clean beauty marketplace.,2021,700000.0
Purplle,E-commerce,,Mumbai,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,2021,70000000.0
Wallmantra,Arts & Crafts,,Noida,WallMantra is a well reputed wall decoration online store in India.,2021,70000000.0
MFine,Health Care,Series C,Bangalore,"MFine aims to make access to trusted healthcare simple, fast, and effective.",2021,48000000.0
Aquatein,Undisclosed,Seed,Mumbai,India's First Protein Water in 21g and 10g Variants with BCAA.,2021,48000000.0
Mentza,E-learning,Seed,Mumbai,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",2021,400000.0
ConnectedH,Health Care,Seed,Gurugram,Connect different sectors of healthcare system and give the patients complete control over their information.,2021,2300000.0
CredAvenue,Technology,Series A,Chennai,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,2021,90000000.0
Vedantu,E-learning,Series E and Beyond,Bangalore,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,2021,100000000.0
Exotel,Telecommunications,Series C,Bangalore,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",2021,35000000.0
Fantasy Akhada,sports,Series A,Gurugram,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2021,2000000.0
Meesho,Social commerce,,Bangalore,Meesho is India’s largest marketplace for longtail products.,2021,570000000.0
PumPumPum,Automotive,,Gurugram,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,2021,570000000.0
Cusmat,Technology,Pre-Series,Hyderabad,CUSMAT is India’s largest immersive skilling and training platform.,2021,100000.0
Homeville,Undisclosed,,Mumbai,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,2021,7000000.0
Coinshift,Blockchain,Seed,Chandigarh,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2021,2500000.0
Strip Finance,Financial Services,Seed,Hyderabad,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,2021,400000.0
Ola Electric,Automotive,,Bangalore,Charging ahead to accelerate the world’s transition to sustainable mobility.,2021,200000000.0
Kolo,Construction,Seed,Bangalore,Home construction app for finding ideas and service providers near you,2021,550000.0
Chqbook,Technology,Pre-Series,Gurugram,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",2021,5000000.0
My3DSelfie,Arts & Crafts,Pre-Series,Guwahati,World's first to create 3d figurine from photos,2021,5000000.0
EV Plugs,Undisclosed,,Gurugram,EV charging station aggregator platform,2021,150000.0
Rulezero,Financial Services,Seed,Bangalore,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2021,2500000.0
CredRight,Financial Services,,Hyderabad,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",2021,2700000.0
Karbon Card,Technology,Pre-Series,Bangalore,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",2021,12000000.0
Auntie Fung,Undisclosed,,Bangalore,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,2021,400000.0
ePayLater,Financial Services,Series B,Mumbai,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,2021,10000000.0
Fittr,Health Care,Series A,Pune,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",2021,11000000.0
Medikabazaar,Health Care,Series C,Mumbai,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",2021,75000000.0
Nimble Growth Organics,Agriculture,Seed,Bangalore,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,2021,75000000.0
Delhivery,Logistics & Supply Chain,,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,2021,125000000.0
Akudo,Financial Services,Seed,Bangalore,A Learning-First Neobank for teenagers - Enable practical financial education for child today,2021,4200000.0
Sanctum Wealth,Investment Management,,Mumbai,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,2021,10000000.0
88academics,Education,Pre-Series,New Delhi,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,2021,3000000.0
Upgame,sports,,Gurugram,Upgame is the leading data intelligence and practice tracking platform for golfers,2021,3000000.0
Sanfe,Health Care,Series A,New Delhi,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,2021,3000000.0
PredictiVu,Management Consulting,Seed,Gurugram,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",2021,1500000.0
Sterling Accuris Wellness,Health Care,,Ahmedabad,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",2021,30000000.0
Bijnis,B2B startup,Series B,New Delhi,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,2021,30000000.0
Capital Float,Financial Services,,Bangalore,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,2021,50000000.0
Manch Technologies,Undisclosed,Pre-Series,Bangalore,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",2021,50000000.0
Sochcast,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,,Undisclosed,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",2021,50000000.0
Glamyo Health,Health Care,Series A,New Delhi,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,2021,3000000.0
CashBook,Technology,Seed,Gurugram,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2021,2300000.0
The Money Club,Financial Services,Pre-Series,Noida,The Money Club is a mobile platform for peer to peer chit funds.,2021,1700000.0
SuperZop,Retail,Series A,Mumbai,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,2021,4000000.0
Zypp Electric,Logistics & Supply Chain,Series A,Gurugram,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",2021,7000000.0
Alpha Coach,Professional Training & Coaching,,Mumbai,One to One Personal Fitness Coaching,2021,7000000.0
VRO Hospitality,Hospitality,Series A,Bangalore,One of the fastest-growing hospitality companies based out of Bangalore.,2021,3000000.0
byteXL,E-learning,,Hyderabad,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.",2021,200000.0
Leena AI,Technology,Series B,Gurugram,AI to help enterprises transform the employee experience.,2021,30000000.0
CARS24,Automotive,Series E and Beyond,Gurugram,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",2021,450000000.0
Klub,Financial Services,Debt,Bangalore,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2021,2000000.0
Bluepad,Online Media,Seed,Bangalore,A one-stop solution for aggregated content  in vernacular languages,2021,200000.0
FloBiz,Undisclosed,Series B,Bangalore,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,2021,31000000.0
Tummoc,Mobility,Seed,Bangalore,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,2021,540000.0
Design Cafe,Design,,Bangalore,Design Cafe is on a mission to democratize good design for homes in India.,2021,25000000.0
PayCardo,Financial Services,Seed,Pune,A true Contactless & Cashless and secure payment system reducing cash dependency,2021,25000000.0
Aerchain,Technology,Pre-Series,Bangalore,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,2021,3000000.0
Expertrons,E-learning,,Mumbai,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,2021,3000000.0
CuriousJr,E-learning,Seed,Gurugram,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,2021,3000000.0
Wow! Momo,Undisclosed,Series C,Kolkata,WOW! Momo is one of the fastest-growing food brands in India.,2021,15000000.0
Supertails,Consumer Services,,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2021,700000.0
LifeCell,Biotechnology,,Chennai,A building block of the team that preserves the building blocks of life,2021,30000000.0
ZestMoney,Financial Services,Series C,Bangalore,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",2021,50000000.0
FrontRow,E-learning,Series A,Bangalore,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",2021,14000000.0
HappyCredit,Technology,Seed,Bangalore,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",2021,600000.0
Endimension,Healtcare,Seed,Mumbai,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,2021,600000.0
Frenzi,Online Media,Seed,Mumbai,India’s Fastest Growing Streaming Social Network,2021,600000.0
Leverage Edu,Education,,New Delhi,India's Most Trusted Study Abroad Platform,2021,600000.0
BeepKart,Automotive,Seed,Bangalore,BeepKart is building a platform to digitize and organize the used two-wheeler market.,2021,3000000.0
Lio,Technology,Seed,Pune,"Lio is the one app for all data where you can create, keep records and track all the records",2021,5000000.0
TravClan,B2B Travel,Pre-Series,New Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2021,2200000.0
